row_id,comune,data_elezioni,check_category,check_name,severity,description,recommended_action
409,Bagnolo Del Salento,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
417,Caprarica Di Lecce,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
426,Casalvecchio Di Puglia,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
427,Cassano Delle Murge,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
428,Castelluccio Dei Sauri,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
430,Castelnuovo Della Daunia,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
431,Castri Di Lecce,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
433,Castrignano Del Capo,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
448,Gagliano Del Capo,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
465,Minervino Di Lecce,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
466,Monteleone Di Puglia,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
469,Monteroni Di Lecce,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
496,San Cesario Di Lecce,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
497,San Donato Di Lecce,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
499,San Marzano Di San Giuseppe,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
502,San Paolo Di Civitate,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
503,San Pietro In Lama,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
505,Sannicandro Di Bari,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
530,Vico Del Gargano,06/11/1960,OCR_name,preposition_capitalization,low,"Preposition incorrectly capitalized (e.g., 'Di' instead of 'di').",auto_correct_prepositions
149,Castelluccio Val maggio re,25/05/1952,OCR_name,spurious_spaces,low,Municipality name contains spurious spaces (OCR line break).,auto_correct_merge_words
2,Soleto,13/06/1971,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
4,Bitonto,13/06/1971,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
10,San Giovanni Rotondo,13/06/1971,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
15,Vico del Gargano,13/06/1971,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
18,Casarano,13/06/1971,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
20,Trepuzzi,13/06/1971,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
29,Canosa di Puglia,07/06/1970,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
39,Molfetta,07/06/1970,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
45,Santeramo in Colle,07/06/1970,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
46,Torito,07/06/1970,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
62,Orsara di Puglia,07/06/1970,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
67,Vico del Gargano,07/06/1970,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
72,Carmiano,07/06/1970,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
73,Castrignano del Capo,07/06/1970,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
93,San Cesario di Lecce,07/06/1970,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
108,San Marzano di San Giuseppe,07/06/1970,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
110,Adelfia,18/11/1973,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
112,Sannicandro di Bari,18/11/1973,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
118,Monte Sant'Angelo,18/11/1973,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
119,San Marco in Lamis,18/11/1973,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
121,San Paolo di Civitate,18/11/1973,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
136,Bagnolo del Salento,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
141,Caprarica di Lecce,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
143,Carmiano,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
148,Casalvecchio di Puglia,25/05/1952,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
150,Castelluccio dei Sauri,25/05/1952,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
151,Castelnuovo della Daunia,25/05/1952,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
152,Castri di Lecce,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
153,Castrignano de' Greci,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
154,Castrignano del Capo,25/05/1952,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
160,Corigliano d'Otranto,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
168,Gagliano del Capo,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
185,Minervino di Lecce,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
187,Monteleone di Puglia,25/05/1952,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
190,Monteroni di Lecce,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
192,Morciano di Leuca,26/10/1952,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
198,Orsara di Puglia,23/05/1954,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
220,Sammichele di Bari,23/05/1954,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
221,San Cesario di Lecce,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
223,San Donato di Lecce,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
225,San Marco la Catola,25/05/1952,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
226,San Marzano di San Giuseppe,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
229,San Paolo di Civitate,25/05/1952,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
230,San Pietro in Lama,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
233,Sant'Agata di Puglia,25/05/1952,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
239,Solato,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
250,Torch iarolo,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
254,Uggiano la Chiesa,10/06/1951,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
256,Vico del Gargano,25/05/1952,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
261,Carciano,25/05/1952,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
281,Carmiano,27/05/1956,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
286,Castrignano De' Greci,27/05/1956,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
292,Corigliano D'Otranto,27/05/1956,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
352,San Marco La Catola,27/05/1956,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
374,Torchiarolo,27/05/1956,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
375,Toritto,27/05/1956,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
379,Uggiano La Chiesa,27/05/1956,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
389,Ceglie Messafico,23/11/1958,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
390,Cisternino,23/11/1958,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
392,Manfredonia,12/10/1958,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
393,Minervino Murge,09/11/1958,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
394,Monte Sant'Angelo,12/10/1958,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
395,Mottola,09/11/1958,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
396,Ostuni,23/11/1958,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
400,Trinitapoli,12/10/1958,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
421,Carmiano,06/11/1960,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
429,Castelluccio Valmaggiore,06/11/1960,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
432,Castrignano De' Greci,06/11/1960,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
440,Corigliano D'Otranto,06/11/1960,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
510,Soleto,06/11/1960,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
521,Torchiarolo,06/11/1960,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
522,Toritto,06/11/1960,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
528,Uggiano La Chiesa,06/11/1960,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
535,Torchiarolo,17/11/1968,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
539,Sannicandro di Bari,17/11/1968,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
545,San Marco in Lamis,17/11/1968,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
547,San Paolo di Civitate,17/11/1968,OCR_name,name_code_mismatch,medium,Same PRO_COM2011 code maps to multiple municipality names.,manual_review_name
58,Apricena,07/06/1970,Vote_logic,votanti_gt_elettori,critical,Voters exceed registered voters. Likely OCR digit error in elettori.,manual_review
568,GIOIA DEL COLLE,10/11/1963,Vote_logic,votanti_gt_elettori,critical,Voters exceed registered voters. Likely OCR digit error in elettori.,manual_review
367,Stornara,27/05/1956,Vote_logic,extreme_turnout,medium,Turnout below 30% or above 99%. May indicate OCR digit errors.,manual_review
384,Volturino,27/05/1956,Vote_logic,extreme_turnout,medium,Turnout below 30% or above 99%. May indicate OCR digit errors.,manual_review
571,TERLIZZI,10/11/1963,Vote_logic,extreme_turnout,medium,Turnout below 30% or above 99%. May indicate OCR digit errors.,manual_review
4,Bitonto,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
5,Putignano,22/11/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
6,Rutigliano,22/11/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
7,Ruvo di Puglia,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
8,Candela,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
9,San Ferdinando di Puglia,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
10,San Giovanni Rotondo,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
11,San Severo,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
12,Serracapriola,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
13,Torremaggiore,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
14,Troia,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
15,Vico del Gargano,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
16,Vieste,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
17,Aradeo,22/11/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
18,Casarano,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
19,Melissano,22/11/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
20,Trepuzzi,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
21,Ugento,22/11/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
22,Avetrana,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
23,Crispiano,13/06/1971,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
24,Acquaviva Delle Fonti,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
25,Alberobello,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
26,Altamura,07/06/1970,Vote_accounting,schede_bianche_in_invalidi,low,Schede bianche appear included in voti_non_validi. The 2-way identity (votanti = voti_non_validi + totalevotilista) holds.,note_coding_convention
